Año,Mes,Tipo de servicio,LAT,LNG,Situacion,Reporte
2022,diciembre,"Parques, plazas y espacios públicos",-36.914,-60.328,Césped,Con falta de mantenimiento o riego
2022,diciembre,Higiene y control urbano,-36.924,-60.302,Recolección de residuos domiciliarios,No hay recolección
2022,diciembre,Higiene y control urbano,-36.924,-60.300,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Zoonosis,-36.908,-60.314,Control de plagas / fumigación,Roedores
2022,diciembre,Zoonosis,-36.866,-60.169,Animales domésticos,Sueltos en la via pública
2022,diciembre,Higiene y control urbano,-36.869,-60.322,Recolección de residuos domiciliarios,Recolección deficiente
2022,diciembre,Obras públicas,-36.922,-60.313,Otros,Otra situación no contemplada
2022,diciembre,Habilitaciones,-36.885,-60.320,Calidad de alimentos,Corte de cadena de frío
2022,diciembre,Higiene y control urbano,-36.874,-60.287,En estado o inclinación peligrosa,Postes (cablevisión)
2022,diciembre,Control ambiental,-36.944,-60.156,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Zoonosis,-36.847,-60.234,Animales domésticos,Sueltos en la via pública
2022,diciembre,"Parques, plazas y espacios públicos",-36.889,-60.329,Mobiliario,Daños en juego
2022,diciembre,Vialidad,-36.876,-60.337,Reductor de velocidad,Solicitar nuevo
2022,diciembre,Higiene y control urbano,-36.916,-60.308,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Higiene y control urbano,-36.875,-60.298,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Zoonosis,-36.911,-60.316,Animales domésticos,Sueltos en la via pública
2022,diciembre,Obras particulares,-36.884,-60.305,Obra en construcción,Molestias ocasionadas a vecinos
2022,diciembre,Obras públicas,-36.915,-60.316,Iluminación,Lampara sin funcionamiento o deficiente
2022,diciembre,Higiene y control urbano,-36.868,-60.345,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Higiene y control urbano,-36.883,-60.315,Malezas o basura acumulada,En espacio público (veredas)
2022,diciembre,Higiene y control urbano,-36.886,-60.296,Recolección de residuos domiciliarios,Recolectores ensucian la vía pública
2022,diciembre,Tránsito,-36.888,-60.329,Otros,Otra situación no contemplada
2022,diciembre,Obras públicas,-36.882,-60.322,Calles urbanas,Calzada asfáltica con baches
2022,diciembre,Obras públicas,-36.888,-60.352,Calles urbanas,Pedido de camión regador
2022,diciembre,Higiene y control urbano,-36.879,-60.326,Recolección de residuos domiciliarios,Recolección deficiente
2022,diciembre,Tránsito,-36.894,-60.295,Estacionamiento,Vehículos abandonados
2022,diciembre,Zoonosis,-36.871,-60.164,Animales domésticos,Sanitariamente descuidados
2022,diciembre,Higiene y control urbano,-36.924,-60.320,Recolección de residuos domiciliarios,No hay recolección
2022,diciembre,Obras públicas,-36.906,-60.286,Calles urbanas,Calzada de tierra con baches
2022,diciembre,Transporte público,-36.910,-60.292,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2022,diciembre,Zoonosis,-36.931,-60.275,Control de plagas / fumigación,Roedores
2022,diciembre,Control ambiental,-36.894,-60.303,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Habilitaciones,-36.919,-60.319,Comercios,Vendedores ambulantes
2022,diciembre,Control ambiental,-36.924,-60.317,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Obras públicas,-36.902,-60.300,Hidráulica,Limpieza de boca de tormenta
2022,diciembre,Obras particulares,-36.917,-60.324,Obra en construcción,Sin habilitación
2022,diciembre,Higiene y control urbano,-36.876,-60.312,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Vialidad,-36.900,-60.294,Reductor de velocidad,Solicitar nuevo
2022,diciembre,Higiene y control urbano,-36.881,-60.305,Malezas o basura acumulada,En espacio privado (baldío abierto)
2022,diciembre,Habilitaciones,-36.914,-60.312,Comercios,Higiene y limpieza comercial
2022,diciembre,Obras públicas,-36.935,-60.280,Calles urbanas,Calzada de tierra con baches
2022,diciembre,Obras públicas,-36.936,-60.281,Iluminación,Lampara sin funcionamiento o deficiente
2022,diciembre,Obras públicas,-36.888,-60.318,Hidráulica,Limpieza de zanjas o canales
2022,diciembre,Higiene y control urbano,-36.888,-60.318,Barrido domiciliario,No hay barrido
2022,diciembre,Obras públicas,-36.925,-60.313,Cloacas,Daños a privados por obra pública
2022,diciembre,Habilitaciones,-36.887,-60.325,Calidad de alimentos,Corte de cadena de frío
2022,diciembre,Higiene y control urbano,-36.897,-60.303,Recolección de residuos domiciliarios,No hay recolección
2022,diciembre,Zoonosis,-36.922,-60.315,Animales domésticos,Sueltos en la via pública
2022,diciembre,Habilitaciones,-36.893,-60.328,Comercios,Higiene y limpieza comercial
2022,diciembre,Control ambiental,-36.945,-60.158,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Obras públicas,-36.898,-60.347,Calles urbanas,Pedido de camión regador
2022,diciembre,Zoonosis,-36.867,-60.159,Animales domésticos,Sueltos en la via pública
2022,diciembre,Zoonosis,-36.876,-60.336,Control de plagas / fumigación,Roedores
2022,diciembre,Control ambiental,-36.888,-60.305,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Control ambiental,-36.913,-60.316,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2022,diciembre,Habilitaciones,-36.985,-60.274,Calidad de alimentos,Venta de alimentos con fecha caducada
2022,diciembre,Habilitaciones,-36.913,-60.316,Calidad de alimentos,Venta de alimentos no aptos para consumo humano
2022,diciembre,Zoonosis,-36.892,-60.320,Animales domésticos,Sanitariamente descuidados
2022,diciembre,Zoonosis,-36.868,-60.161,Animales domésticos,Sueltos en la via pública
